tt0388795,1,"""I'm in a tiny minority, but I was so disappointed with Brokeback Mountain. I suspect in a few years time people will wonder why it won so many awards - maybe it was just a movie of its time. There is no empathy with the central characters, the falling in love is sudden and brutal, and the pacing throughout was incredibly ponderous. And, for a poor Englishman, trying to understand the muttering dialogue was a real challenge. It was completely cold throughout - none of the characters mattered, nor did their fate stir the slightest emotion. One scene slipped into the next, endlessly, as the movie meandered its way towards a finish. And, boy, did it meander! It seemed to take forever. This movie felt every second of its 2 hours and 15 minutes. Avoid."""
tt0190332,1,"""With the amount over-zealous hype surrounding this film, one would expect something of grand design. Sadly, that's all it is, over-zealous hype. Possibly the most over-hyped film since Star Wars: Phantom Menace. As I sat in the theatre watching this I couldn't help but laugh heartily at the defying gravity antics that only made me want to start singing, """"Spiderman, Spiderman, does whatever a spider can."""" Yes, it is that bad. Two women sitting in front of me kept shooting dirty looks my way, but really how could anyone take this absurd movie seriously? In fact, Jade Fox (the film's remorseless """"bad guy"""")merely alters the hairdo and for some strange reason no one recognizes him. I suppose everyone is blind, and dumb. And that's what this movie is, dumb.First, the acting is on par with every other absurd """"action,"""" gravity defying kung-fu film. Nothing special, period. The script is littered with the most inane dialogue, again like most films of this type. Really, had it been dubbed the pathetic reality of that would be more noticed. The story is, again, on par with every other film in this genre... tinged with a little spaghetti western thrown in for good measure. So, in reality there is nothing special about this film. Nothing!Ok, so perhaps some people will find the gravity-defying antics some sort of brainless entertainment for two hours. I didn't. The action scenes are well choreographed, but when they begin to toss their hands in the air and take off like Superman, crawl around on bamboo tree tops like somekind of monkey, crawl up walls and skip across roofs you just can NOT take it seriously. It's just comical to the extreme. And really, it is so very obvious that these people are on wires, you can practically see them (and in a few scenes, if you pay close attention, you can).This film is too absurd to be any good, too serious to be campy or fun and just doesn't work at all. With the boxoffice booming on this, I can only imagine a select few people are seeing it over and over and over, and in the process tricking their friends into seeing it too. I rarely feel as though I wasted my money when I go see a film, but I DID in fact waste my money when I saw this turkey."""
tt0111161,3,"""WEll I had high hopes for this movie.  But it fell way short.  I was hoping it would keep me guessing, but this movie was easy to predict what was going to happen.  Though I did think the acting was good by both main stars.Jason"""
tt9770150,4,"""I am one of those people who live on the road by choice, and have done so for 10 years.I felt as though this movie did not paint a true picture of folk who are houseless, but NOT by choice. Their day to day struggle was only touched on. Safety, security, health, food, fuel costs are all issues faced by these good folk every single hour of every single day.The raw close ups did make you feel every emotion and the scenery was beautiful, but the movie didn't hit the mark for me. The camaraderie with fellow travellers was spot on. We all help each other out, no matter the circumstances.I would be very interested to hear what other permanent travellers think of this movie."""
tt0111161,5,"""Oh come on 2nd best movie ever, I don't think so.  It's unrealistic and overly sentimental, the people who voted so high can't have seen many films. By all means watch it, but Papillion for example, is far superior, who can forget Steve McQueen's red rimmed eyes and pasty face as he catches bugs, and crushes centipedes into his watery broth to get nourishment in that incredible portrayal of hardship and determination.  I wouldn't put Papillion as the 2nd best film of all time, but it has to be the best Prison drama.  Watch Shawshank and you'll enjoy it as a lightweight entertaining feel good movie, but there are so many classic films better than this."""
tt0499549,6,"""I did see Avatar for the first time a while ago, and didn't know what to make of it. To me it felt like a visual feast if little else. Re-watching it again, I found more strengths, but there are several weaknesses that prevent it from being a masterpiece.Starting with Avatar's strengths, it is absolutely mind-blowing visually. The cinematography, landscapes, scenery, colours, make-up and effects are outstanding and are by far and away Avatar's strongest asset. I also liked the score, it is certainly not the best score I have ever heard, but it had some very nice moments, while Cameron's direction is competent, the message admirable, and the finale well and truly explosive. I also loved the flying sequences, they were breathtaking.The acting in general is a mixed bag. Sam Worthington is a charismatic enough lead, while Zoe Saldana is strong and spirited. Stephen Lang is an enjoyable and over-the-top villain of the piece too, however Sigourney Weaver is somewhat so-so, doesn't help really her character isn't that interesting while Michelle Rodriguez and Joel Moore aren't given very much to do.What didn't work so well is that Avatar's story, with themes of love in a time of chaos and man alone in a hostile environment, is rather simplistic and predictable. I also felt it took a while to get going, and that the relationship between Jake and Neytiri was on the dull side. And is it me, or does this film drag at times, particularly towards the end? Now don't get me wrong, I liked the concept, it wasn't exactly original, as I often heard it described as """"Dances with Wolves in Space with rip-offs of Pocahontas and FernGully""""- but I am not going to join those who say that- I have to admit regardless of its originality or lack of it the concept intrigued me. Then there is the dialogue, which is nothing special and never quite rings true. There are some amusing moments but a vast majority of the dialogue in the middle of the film never quite convinced or came across as cheesy. The characters also came across as rather clichéd, especially Giovanni Ribisi's, and the character development was lacking.So all in all, Avatar does have a lot of strengths, but a lot of weaknesses too. I will say I preferred it over The Hurt Locker, which to be honest left me cold, but I think I would be stretching it a bit if I said it was 5-star masterpiece. 6/10 Bethany Cox"""
tt0499549,6,"""""""Avatar"""" is not the next """"Star Wars"""" or """"Lord of the Rings."""" It might be the next """"Matrix,"""" though. Or, perhaps more accurate, the next """"Matrix Revolutions."""" It's technically groundbreaking craftmanship put to work on a story that was played out after """"Return of the King."""" There are a lot of bad guys, a lot of good guys, and sooner or later they're all gonna meet on the battlefield. The little details are not-so-shockingly unimportant, since nothing could stop, change or even, really, comment on the unstoppable trajectory of this film's story.It's the future. An Evil Corporation is parked on distant planet Pandora, mining the planet of all its precious minerals. The native population, big blue humanoids called the """"Na'vi,"""" aren't too happy about this. The corporation has hired scientists to create avatars of Na'vi bodies to be controlled by human brains, in order to communicate to the Na'vi that...they better move, lest be bulldozed by the evil Col. Qautrich (Stephen Lang).Jake Sully (Sam Worthington) is flown in to Pandora because his twin brother, who had an Avatar made specifically for him, is dead. The coincidence is an obvious plot device so that we can have a newcomer to Pandora to share in our amazement. Oh, and he's paralyzed, so running around in his new alien body is rather freeing for him.I don't feel as if I need to continue with the plot description. You know what'll happen. You've seen """"Dances with Wolves"""" and """"The Last Samurai."""" Heck, even """"Dead Man."""" The Na'vi represent nature, the (all-American) corporation represents destructive technology. Quatrich has a Southern accent and says things like, """"we have to fight terror with terror."""" The Na'vi are clones of Native Americans - filtered through the imagination of a white liberal. It's all very obvious.The question, of course, is whether or not it's entertaining. Well...sometimes. It certainly looks good. Some sequences - especially those with the winged beasts - are eye-popping. Lang makes a fun villain. Pandora is more derivative than original, it reminded me most of Skull Island in Peter Jackson's King Kong. All the monsters have a plastic-y look to them that make them feel too well-done. The 3D is distracting at times and I had a headache before the movie was over.But there are scenes and individual shots that pop with ethereal beauty. It's worth seeing for that reason, but I don't think it'll be as fun after multiple viewings. The great thing about """"Star Wars"""" was the characters: Han Solo, Luke Skywalker, Princess Leia, R2-D2, Darth Vader, Obi-Wan Kenobi, Yoda and so on. They embodied the other-worldliness of the story, taking the weight off the effects.In thirty-two years, I don't think anyone will remember """"Jake Sully."""" 6/10"""
tt0499549,6,"""Yeah this movie took several steps forward in terms of cinematography and filming technology, but that is all that can really be said to be what makes this film worth seeing. Everything else that makes a film great is totally lack luster.There is no deep character development. Why does Jake Sully really want to become a part of the Navi? What was life on Earth like? What really makes him want to break away from his roots there? Is it just the ability to walk? I mean are there no more Native Americans or Buddhists left on Earth (which is clearly who the Navi were based off of) to give him that spiritual satisfaction? How does he feel about filling his brother's shoes? Twin relationship? The conflict between scientists and the military is not developed. Every supporting character was a stock character. Michelle Rodriguez somehow manages to have a place in Hollywood after literally playing the same type of character in every film she is in (Fast and the Furious, SWAT, Blue Crush...yeah just put her in a futuristic helicopter and thats her in this one). Was Sigourney Weaver supposed to be a mother figure? How did the bad guy from the Last of the Mohicans feel about faking a Native American language? The plot was totally predictable, and the dialogue was crap. It was like James Cameron turned in his dialogue assignment a day late.This movie deserves no award nominations at all outside of those in technical categories."""
tt0388795,6,"""Brokeback Mountain finally premiered in Rochester last night. Before I continue, I just want to say that before I walked into the theater, my conscience was saying not to go, because of my past view on homosexuality. My idea was that it was wrong and immoral.However, I still cleared my mind and gave myself the strength to pay attention. And I'm glad I did.'Cause I wasn't watching another gay-biased film. I wasn't even watching a new work that Ang Lee put out just to say he did something. No, I was watching an engaging, emotional, heart-felt romantic drama. Just with homosexual characters instead of the typical male-female romance.Heath Ledger as Ennis Del Mar deserves not only an Oscar nod, but a win as well. Jake Gyllenhaal was also good as Jack Twist.In the end, I learned that homosexuality should be tolerated, and that it's their own choice and no one else's.ACTING: 10 WRITING: 10 DIRECTION: 10 MUSIC: 10 OVERALL: 10"""
tt0190332,6,"""I´ve watched this four or five times, well, I tried, because I´ve fallen asleep every single one of them, seriously. I am able to sit through movies like THE LAST EMPEROR ot THE WEEPING MEADOW and I´m kind of a stubborn film goer, usually forcing myself to endure any kind of film, no matter how long, slow or bad. Also, I liked other works by Ang Lee, specially EAT DRINK MAN WOMAN. I came to the obvious conclusion there must be something utterly boring about this film that makes me not give a rat´s ass about any character or any of their affected dialogues. I´m guessing the fighting scenes are so gorgeous and unique this film has stayed in our colective subconscious as way more than it really is."""
