Movie,Question,Trigram,Count
Avatar,question1,stephen lang colonel,2
Avatar,question1,lang colonel quaritch,2
Avatar,question1,james cameron avatar,2
Avatar,question1,sigourney weaver scientist,2
Avatar,question2,jake sully played,4
Avatar,question2,zoe saldana neytiri,4
Avatar,question2,james cameron avatar,3
Avatar,question2,avatar movie experience,2
Avatar,question3,sam worthington jake,4
Avatar,question3,worthington jake sully,2
Avatar,question3,grace augustine stephen,2
Avatar,question3,augustine stephen lang,2
Brokeback Mountain,question1,ennis del mar,4
Brokeback Mountain,question1,del mar jack,2
Brokeback Mountain,question1,mar jack twist,2
Brokeback Mountain,question1,actors heath ledger,2
Brokeback Mountain,question2,ennis del mar,5
Brokeback Mountain,question2,larry mcmurtry diana,4
Brokeback Mountain,question2,mcmurtry diana ossana,4
Brokeback Mountain,question2,title brokeback mountain,3
Brokeback Mountain,question3,ennis del mar,5
Brokeback Mountain,question3,brokeback mountain review,2
Brokeback Mountain,question3,heath ledger jack,2
Brokeback Mountain,question3,ledger jack twist,2
"Crouching Tiger, Hidden Dragon",question1,crouching tiger hidden,13
"Crouching Tiger, Hidden Dragon",question1,tiger hidden dragon,13
"Crouching Tiger, Hidden Dragon",question1,li mu bai,5
"Crouching Tiger, Hidden Dragon",question1,yu shu lien,5
"Crouching Tiger, Hidden Dragon",question2,crouching tiger hidden,11
"Crouching Tiger, Hidden Dragon",question2,tiger hidden dragon,11
"Crouching Tiger, Hidden Dragon",question2,li mu bai,7
"Crouching Tiger, Hidden Dragon",question2,yu shu lien,3
"Crouching Tiger, Hidden Dragon",question3,crouching tiger hidden,13
"Crouching Tiger, Hidden Dragon",question3,tiger hidden dragon,13
"Crouching Tiger, Hidden Dragon",question3,li mu bai,8
"Crouching Tiger, Hidden Dragon",question3,yu shu lien,4
Nomadland,question1,first let talk,2
Nomadland,question1,chloé zhao direction,2
Nomadland,question1,frances mcdormand fern,2
Nomadland,question1,nomadland slow burn,1
Nomadland,question2,frances mcdormand fern,2
Nomadland,question2,much like life,2
Nomadland,question2,like life road,2
Nomadland,question2,rough around edges,2
Nomadland,question3,yet deeply connected,2
Nomadland,question3,frances mcdormand fern,2
Nomadland,question3,alright friends emerged,1
Nomadland,question3,friends emerged dreamy,1
The Shawshank Redemption,question1,title shawshank redemption,3
The Shawshank Redemption,question1,andy dufresne played,3
The Shawshank Redemption,question1,ah shawshank redemption,2
The Shawshank Redemption,question1,dufresne played tim,2
The Shawshank Redemption,question2,andy dufresne played,3
The Shawshank Redemption,question2,review shawshank redemption,2
The Shawshank Redemption,question2,morgan freeman whose,2
The Shawshank Redemption,question2,freeman whose narration,2
The Shawshank Redemption,question3,get busy living,4
The Shawshank Redemption,question3,portrayed tim robbins,2
The Shawshank Redemption,question3,tim robbins andy,2
The Shawshank Redemption,question3,morgan freeman red,2
Titanic,question1,dicaprio jack dawson,3
Titanic,question1,kate winslet leonardo,2
Titanic,question1,winslet leonardo dicaprio,2
Titanic,question1,unsinkable molly brown,2
Titanic,question2,let get real,2
Titanic,question2,kathy bates indomitable,2
Titanic,question2,bates indomitable molly,2
Titanic,question2,indomitable molly brown,2
Titanic,question3,leonardo dicaprio jack,3
Titanic,question3,dicaprio jack dawson,3
Titanic,question3,chemistry jack rose,2
Titanic,question3,kate winslet rose,2
