Movie,Question,Trigram,Count
Avatar,question1,blue cat people,4
Avatar,question1,even get started,4
Avatar,question1,get started unobtanium,2
Avatar,question1,okay buckle buttercups,1
Avatar,question2,jake sully paralyzed,2
Avatar,question2,sully paralyzed marine,2
Avatar,question2,zoe saldana neytiri,2
Avatar,question2,blue cat people,2
Avatar,question3,even get started,4
Avatar,question3,bad nature good,3
Avatar,question3,humans bad nature,2
Avatar,question3,felt like lectured,2
Brokeback Mountain,question1,even get started,3
Brokeback Mountain,question1,get forbidden love,2
Brokeback Mountain,question1,ennis del mar,2
Brokeback Mountain,question1,ending oh ending,2
Brokeback Mountain,question2,finally got around,2
Brokeback Mountain,question2,watching brokeback mountain,2
Brokeback Mountain,question2,jake gyllenhaal amazing,2
Brokeback Mountain,question2,excuse going go,2
Brokeback Mountain,question3,love story story,2
Brokeback Mountain,question3,let talk brokeback,2
Brokeback Mountain,question3,talk brokeback mountain,2
Brokeback Mountain,question3,bit emotionally manipulative,2
"Crouching Tiger, Hidden Dragon",question1,crouching tiger hidden,8
"Crouching Tiger, Hidden Dragon",question1,tiger hidden dragon,8
"Crouching Tiger, Hidden Dragon",question1,li mu bai,7
"Crouching Tiger, Hidden Dragon",question1,even get started,7
"Crouching Tiger, Hidden Dragon",question2,crouching tiger hidden,8
"Crouching Tiger, Hidden Dragon",question2,tiger hidden dragon,8
"Crouching Tiger, Hidden Dragon",question2,yu shu lien,5
"Crouching Tiger, Hidden Dragon",question2,li mu bai,5
"Crouching Tiger, Hidden Dragon",question3,crouching tiger hidden,8
"Crouching Tiger, Hidden Dragon",question3,tiger hidden dragon,8
"Crouching Tiger, Hidden Dragon",question3,li mu bai,6
"Crouching Tiger, Hidden Dragon",question3,yu shu lien,4
Nomadland,question1,even get started,4
Nomadland,question1,nomadland let tell,3
Nomadland,question1,ending even get,3
Nomadland,question1,felt less like,3
Nomadland,question2,linda may swankie,4
Nomadland,question2,alright settle darlings,2
Nomadland,question2,okay letterboxd review,1
Nomadland,question2,letterboxd review channeling,1
Nomadland,question3,got back nomadland,2
Nomadland,question3,loses husband town,2
Nomadland,question3,okay buckle fellow,1
Nomadland,question3,buckle fellow cinephiles,1
The Shawshank Redemption,question1,even get started,4
The Shawshank Redemption,question1,finally caved watched,2
The Shawshank Redemption,question1,whole thing felt,2
The Shawshank Redemption,question1,look appreciate good,2
The Shawshank Redemption,question2,morgan freeman red,4
The Shawshank Redemption,question2,shawshank redemption finally,2
The Shawshank Redemption,question2,read phone book,2
The Shawshank Redemption,question2,overall shawshank redemption,2
The Shawshank Redemption,question3,cinematic comfort food,2
The Shawshank Redemption,question3,whole prison setting,2
The Shawshank Redemption,question3,alright alright settle,2
The Shawshank Redemption,question3,shawshank redemption know,2
Titanic,question1,even get started,3
Titanic,question1,manic pixie dream,2
Titanic,question1,pixie dream boy,2
Titanic,question1,bless heart tries,2
Titanic,question2,boy fall love,2
Titanic,question2,okay buckle emerged,1
Titanic,question2,buckle emerged cinema,1
Titanic,question2,emerged cinema seeing,1
Titanic,question3,arrogance man versus,2
Titanic,question3,man versus power,2
Titanic,question3,versus power nature,2
Titanic,question3,kathy bates molly,2
