Movie,Question,Trigram,Count
The Shawshank Redemption,question1,first let address,2
The Shawshank Redemption,question1,save three hours,2
The Shawshank Redemption,question1,chipping away wall,2
The Shawshank Redemption,question1,hope good thing,2
The Shawshank Redemption,question2,review shawshank redemption,2
The Shawshank Redemption,question2,tim robbins plays,2
The Shawshank Redemption,question2,robbins plays andy,2
The Shawshank Redemption,question2,shawshank redemption prison,2
The Shawshank Redemption,question3,overall shawshank redemption,2
The Shawshank Redemption,question3,okay finally got,1
The Shawshank Redemption,question3,finally got around,1
The Shawshank Redemption,question3,got around seeing,1
Brokeback Mountain,question1,brokeback mountain like,4
Brokeback Mountain,question1,mountain like boredom,2
Brokeback Mountain,question1,watching sheep graze,2
Brokeback Mountain,question1,first let get,2
Brokeback Mountain,question2,long credits roll,3
Brokeback Mountain,question2,review brokeback mountain,2
Brokeback Mountain,question2,brokeback mountain raw,2
Brokeback Mountain,question2,ennis jack find,2
Brokeback Mountain,question3,two cowboys ennis,2
Brokeback Mountain,question3,ai gon na,2
Brokeback Mountain,question3,alright alright settle,2
Brokeback Mountain,question3,okay finally saw,1
Avatar,question1,even get started,3
Avatar,question1,alright buckle buttercups,3
Avatar,question1,visuals yes pandora,2
Avatar,question1,glowing plants floating,2
Avatar,question2,jake sully paraplegic,2
Avatar,question2,white savior trope,2
Avatar,question2,blue cat people,2
Avatar,question2,makes wan na,2
Avatar,question3,avatar visually stunning,3
Avatar,question3,without losing anything,2
Avatar,question3,even get started,2
Avatar,question3,jake sully generic,2
Titanic,question1,even get started,5
Titanic,question1,get started historical,2
Titanic,question1,review titanic meters,2
Titanic,question1,stars one star,2
Titanic,question2,underwater shots wreck,2
Titanic,question2,woman trapped societal,2
Titanic,question2,trapped societal expectations,2
Titanic,question2,blah blah blah,2
Titanic,question3,okay review titanic,1
Titanic,question3,review titanic okay,1
Titanic,question3,titanic okay titanic,1
Titanic,question3,okay titanic even,1
"Crouching Tiger, Hidden Dragon",question1,crouching tiger hidden,12
"Crouching Tiger, Hidden Dragon",question1,tiger hidden dragon,12
"Crouching Tiger, Hidden Dragon",question1,li mu bai,5
"Crouching Tiger, Hidden Dragon",question1,even get started,3
"Crouching Tiger, Hidden Dragon",question2,crouching tiger hidden,14
"Crouching Tiger, Hidden Dragon",question2,tiger hidden dragon,14
"Crouching Tiger, Hidden Dragon",question2,li mu bai,5
"Crouching Tiger, Hidden Dragon",question2,review crouching tiger,2
"Crouching Tiger, Hidden Dragon",question3,crouching tiger hidden,11
"Crouching Tiger, Hidden Dragon",question3,tiger hidden dragon,11
"Crouching Tiger, Hidden Dragon",question3,li mu bai,5
"Crouching Tiger, Hidden Dragon",question3,yu shu lien,5
Nomadland,question1,watching paint dry,2
Nomadland,question1,okay saw nomadland,1
Nomadland,question1,saw nomadland honestly,1
Nomadland,question1,nomadland honestly kind,1
Nomadland,question2,director chloé zhao,3
Nomadland,question2,fern woman loses,2
Nomadland,question2,woman loses everything,2
Nomadland,question2,loses everything usg,2
Nomadland,question3,nomadland visually stunning,2
Nomadland,question3,even get started,2
Nomadland,question3,okay finally saw,1
Nomadland,question3,finally saw nomadland,1
