File,Movie,Question,surprise,anger,neutral,disgust,sadness,fear,joy
aireviews_chatgpt.csv,The Shawshank Redemption,question1,0.004962043277919293,0.042151376605033875,0.09856468737125397,0.5280843541026116,0.066548041254282,0.2511360950767994,
aireviews_chatgpt.csv,The Shawshank Redemption,question2,0.1464635767042637,0.0017844304442405702,0.2565266415476799,0.008517894893884659,0.025894059985876083,0.04954378809779882,0.4970212787389755
aireviews_chatgpt.csv,The Shawshank Redemption,question3,0.006007651705294848,0.002736855298280716,0.2281008169054985,0.018848539143800736,0.04323690328747034,0.002834376133978367,0.6908605396747589
aireviews_chatgpt.csv,Brokeback Mountain,question1,0.0016380572225898505,0.024080616980791093,0.05003359168767929,0.5762026958167553,0.34176280796527864,0.001285196654498577,0.0006671006791293621
aireviews_chatgpt.csv,Brokeback Mountain,question2,0.005756589956581593,,0.11035301461815834,0.017209877260029316,0.5737517148256301,0.059245061781257394,0.2193991114385426
aireviews_chatgpt.csv,Brokeback Mountain,question3,0.0667238530702889,0.005711232498288155,0.2255841139703989,0.013359408592805266,0.5166176177561284,0.09130380153656006,0.07258528526872396
aireviews_chatgpt.csv,Avatar,question1,0.014205297082662582,0.032527050375938414,0.10597083847969771,0.47999236509203913,0.3085358090698719,0.03019404299557209,0.014753885567188263
aireviews_chatgpt.csv,Avatar,question2,0.017196392826735973,0.0025916071608662605,0.11122145131230354,0.005386299081146717,0.00048344540409743785,0.002798803709447384,0.8549314618110657
aireviews_chatgpt.csv,Avatar,question3,0.013487386098131538,0.00045023183338344097,0.06532536298036576,0.006006183009594679,0.002305867150425911,0.0007965591736137867,0.9074397087097168
aireviews_chatgpt.csv,Titanic,question1,0.0045605417340993885,0.03196299262344837,0.27514126934111116,0.49655482470989226,0.1294358354061842,0.014739974495023489,0.03768100347369909
aireviews_chatgpt.csv,Titanic,question2,0.20156062711030245,,0.1690965972840786,,0.12605965929105878,0.04316922072321176,0.4486094681546092
aireviews_chatgpt.csv,Titanic,question3,0.023220438230782747,0.005115462467074394,0.19112288653850557,0.017363810166716575,0.18852048916742206,0.2111727438867092,0.35037890477105976
aireviews_chatgpt.csv,"Crouching Tiger, Hidden Dragon",question1,,0.026456343196332454,0.0852297943085432,0.44082328379154206,0.38118615113198756,0.052291191276162864,0.0023025792092084886
aireviews_chatgpt.csv,"Crouching Tiger, Hidden Dragon",question2,0.015652315691113472,,0.16560634672641755,0.006786706577986479,0.004450301453471184,0.004276327602565288,0.7955316543579102
aireviews_chatgpt.csv,"Crouching Tiger, Hidden Dragon",question3,0.011624579597264529,,0.23686808943748475,0.024475700687617064,0.013408248731866478,0.0033355582505464553,0.7023976683616638
aireviews_chatgpt.csv,Nomadland,question1,0.003205201495438814,0.009728508861735463,0.07772035785019397,0.18090780498459935,0.7201681300997734,0.001040807832032442,0.001362645998597145
aireviews_chatgpt.csv,Nomadland,question2,0.017244208417832852,,0.17722042351961137,0.007600326836109161,0.18761433903127908,0.11340775489807128,0.4823035642504692
aireviews_chatgpt.csv,Nomadland,question3,0.005825706571340561,,0.17078521549701692,0.01617629136890173,0.47250192761421206,0.008401698432862759,0.3154535502195358
aireviews_deepseek.csv,The Shawshank Redemption,question1,0.020413170149549843,0.05031188558787107,0.22077847197651862,0.5460692660883069,0.09101485665887595,0.02439117357134819,0.03408956942148507
aireviews_deepseek.csv,The Shawshank Redemption,question2,0.03849439322948456,0.016838094871491193,0.3982839182019234,0.06521711274981498,0.1376329069957137,0.16615004725754262,0.14751116521656513
aireviews_deepseek.csv,The Shawshank Redemption,question3,0.004171152412891388,0.01447098134085536,0.42785033881664275,0.1032814459875226,0.17618451155722142,0.1516319451853633,0.10009288787841797
aireviews_deepseek.csv,Brokeback Mountain,question1,0.003553893184289336,0.04874832706991583,0.13122493550181388,0.5379756432957947,0.25225542243570087,0.014887588378041983,
aireviews_deepseek.csv,Brokeback Mountain,question2,,0.005733852088451385,0.225876709446311,0.05883113234303892,0.3511184465140104,0.2777519036084414,0.06166412439197302
aireviews_deepseek.csv,Brokeback Mountain,question3,0.09286490520462394,0.024789168685674667,0.29087458569556474,0.1327856878750026,0.2983531483449042,0.09052130691707135,0.04929745665285736
aireviews_deepseek.csv,Avatar,question1,0.012139127543196081,0.05976522751152515,0.2849633492529392,0.5769939340651036,0.04047807976603508,0.013146520406007767,0.0030062037985771894
aireviews_deepseek.csv,Avatar,question2,0.0812534274533391,0.06476335817327103,0.4345066487789154,0.09935244135558605,0.015632701013237237,0.04810732627908389,0.22716764733195305
aireviews_deepseek.csv,Avatar,question3,0.01950501699466258,0.012186224013566971,0.5589186199009418,0.15410218723118305,0.010954020824283362,0.043071565218269825,0.17679934841580688
aireviews_deepseek.csv,Titanic,question1,0.050822414085268976,0.14526063278317453,0.2375638522207737,0.3868674233555794,0.07709455313161015,0.08332311138510703,
aireviews_deepseek.csv,Titanic,question2,0.03978099897503853,0.007524221763014793,0.3326847914606333,0.058865530183538795,0.1967410059645772,0.2888366092927754,0.0522732313722372
aireviews_deepseek.csv,Titanic,question3,0.006092977616935969,0.02923385831527412,0.3417177375406027,0.3041094310581684,0.10054961862042547,0.14631493696942927,0.04974125474691391
aireviews_deepseek.csv,"Crouching Tiger, Hidden Dragon",question1,0.03141389098018408,0.1076693058013916,0.2786600165069103,0.36516072154045104,0.1504864092450589,0.026774092204868795,0.015168951265513897
aireviews_deepseek.csv,"Crouching Tiger, Hidden Dragon",question2,0.10415382385253906,,0.39753542294104893,0.04438490566487114,0.12166289733722806,0.09045264587427179,0.2183583421011766
aireviews_deepseek.csv,"Crouching Tiger, Hidden Dragon",question3,,0.012854592292569578,0.3196933127939701,0.1014677598606795,0.26151616107672454,0.11973419087007642,0.1648750611115247
aireviews_deepseek.csv,Nomadland,question1,0.01448873276822269,0.021629936806857587,0.3097608372569084,0.21946765603497626,0.34560659639537333,0.054392517544329166,0.008148184604942798
aireviews_deepseek.csv,Nomadland,question2,0.0788928210735321,,0.30565086007118225,0.047632368840277196,0.29021164271980526,0.20757703389972448,0.046345697017386556
aireviews_deepseek.csv,Nomadland,question3,,0.0032529336865991356,0.4096489047631621,0.05225721471942961,0.26488875318318605,0.1396542230155319,0.10327560873702168
aireviews_gemini.csv,The Shawshank Redemption,question1,0.01020512122195214,0.0912608892424032,0.2668902322649956,0.4568628326524049,0.11440101582556964,0.0273025328759104,0.00810077047208324
aireviews_gemini.csv,The Shawshank Redemption,question2,,0.11857870407402515,0.3122030235826969,0.24760745242238044,0.15641530295833944,0.046932775736786427,0.09785609459504485
aireviews_gemini.csv,The Shawshank Redemption,question3,0.0034251481294631956,0.0384349599480629,0.3402844652533531,0.4074342267587781,0.05579997487366199,0.01785164140164852,0.12196597605943679
aireviews_gemini.csv,Brokeback Mountain,question1,0.007067049480974674,0.0509375054622069,0.2607483919709921,0.4882770426571369,0.16765935067087412,0.00650653075426817,0.003829444572329521
aireviews_gemini.csv,Brokeback Mountain,question2,0.05943373190239072,0.025686093233525754,0.2804900960996747,0.11752322986721993,0.3619635270908475,0.04491324434056878,0.08128836564719677
aireviews_gemini.csv,Brokeback Mountain,question3,0.0018041562288999557,0.03730044867843389,0.25575665943324566,0.16305409800261259,0.37010501269251106,0.020682556554675102,0.14146107668057084
aireviews_gemini.csv,Avatar,question1,0.00861061536706984,0.08307985365390777,0.14762236587703229,0.6830825500190258,0.0230109304189682,0.0006663347128778696,0.0408174593700096
aireviews_gemini.csv,Avatar,question2,0.04717705212533474,0.0719349847175181,0.4375076875090599,0.2007275765761733,0.005944475624710321,0.013190125953406096,0.18735040817409754
aireviews_gemini.csv,Avatar,question3,0.04315970689058304,0.04754040613770485,0.4773796133697033,0.25954286130145193,0.003361116349697113,0.009457408636808395,0.14391776993870736
aireviews_gemini.csv,Titanic,question1,0.012923729605972767,0.11798852123320103,0.16103642135858537,0.5701463252305985,0.08492006547749043,0.03116365224123001,
aireviews_gemini.csv,Titanic,question2,0.0132611611392349,0.0928733168169856,0.4153574600815773,0.18947429079562425,0.0590057329274714,0.16336791766807437,0.03795385062694549
aireviews_gemini.csv,Titanic,question3,0.031058935262262822,0.021235903725028038,0.2793241575360298,0.2315467271953821,0.2725521638989449,0.024184421822428703,0.11527301650494337
aireviews_gemini.csv,"Crouching Tiger, Hidden Dragon",question1,0.007127150893211365,0.07738221958279609,0.3136362224817276,0.5172397345304489,0.03605082556605339,0.015050593391060829,0.012728476524353027
aireviews_gemini.csv,"Crouching Tiger, Hidden Dragon",question2,0.022914893552660943,0.09404378589242697,0.39282030910253524,0.0813741598278284,0.09914005696773528,,0.2864052724093199
aireviews_gemini.csv,"Crouching Tiger, Hidden Dragon",question3,0.02637036400847137,0.03901614360511303,0.38524876721203327,0.22529446072876452,0.007904335297644139,0.007313520897878334,0.29465697333216667
aireviews_gemini.csv,Nomadland,question1,,0.02846005829051137,0.2662562564015388,0.4109850700944662,0.2653336048126221,0.01184945018030703,0.003946722391992808
aireviews_gemini.csv,Nomadland,question2,0.11588662760332227,0.037125216145068404,0.4384053564630449,0.13910759795689956,0.1430384107865393,0.019820443540811538,0.08343092342838646
aireviews_gemini.csv,Nomadland,question3,0.002036753110587597,0.014133608713746072,0.5028544425964355,0.12366777937859297,0.23206298239529133,0.008322945842519403,0.10117553435266018
aireviews_gemini_context_variation.csv,The Shawshank Redemption,question1,0.006377912918105721,0.14842917416244744,0.16389043498784303,0.6165148340165615,0.04272654447704553,0.01295695612207055,
aireviews_gemini_context_variation.csv,The Shawshank Redemption,question2,0.042012703814543785,0.06018833522684872,0.2207815097644925,0.2981518775224686,0.22168858340010048,0.05198615817353129,0.07426025532186031
