File,Movie,Question,surprise,joy,anger,neutral,disgust,sadness,fear
aireviews_chatgpt_screenplays.csv,Avatar,question1,0.0025169818662106993,0.008743538707494735,0.04110093871131539,0.28785683810710905,0.2726070374250412,0.1340508945286274,0.24238732699304819
aireviews_chatgpt_screenplays.csv,Avatar,question2,0.029875228367745876,0.09655120074748993,0.06157992742955685,0.37825524210929873,0.1572698937729001,0.03768947124481201,0.2204578474164009
aireviews_chatgpt_screenplays.csv,Avatar,question3,0.007407022826373577,0.005433240067213773,0.07637210488319397,0.5865767121315002,0.16452593356370926,0.02312129605561495,0.12127910852432251
aireviews_chatgpt_screenplays.csv,Brokeback Mountain,question1,0.04647306650876999,0.07997033819556236,0.02213026937097311,0.4959498643875122,0.025726550072431565,0.24551416924223304,0.05873650275170803
aireviews_chatgpt_screenplays.csv,Brokeback Mountain,question2,0.2670433446764946,0.1322314625605941,0.022964364290237425,0.19743210524320604,,0.3519018828868866,0.01239600800909102
aireviews_chatgpt_screenplays.csv,Brokeback Mountain,question3,0.07562609110027552,0.16256969869136811,0.04215725129470229,0.6121707737445832,0.0285921610891819,0.061958464235067366,
aireviews_chatgpt_screenplays.csv,"Crouching Tiger, Hidden Dragon",question1,0.002359600085765123,,0.019327088631689547,0.05206950679421425,0.4273724123835564,0.47799385972321035,0.013756474666297435
aireviews_chatgpt_screenplays.csv,"Crouching Tiger, Hidden Dragon",question2,0.04500404996797443,0.8076172471046448,0.0003868917468935251,0.1108801431953907,0.006415737560018897,0.005838990025222301,0.014907384850084781
aireviews_chatgpt_screenplays.csv,"Crouching Tiger, Hidden Dragon",question3,0.008285434823483229,0.5618651255965232,0.004131364077329636,0.2222561150789261,0.034541393909603355,0.1586384577676654,
aireviews_chatgpt_screenplays.csv,Nomadland,question1,0.1715198278427124,0.06224323660135269,0.017309143394231796,0.5142199978232384,0.03062806688249111,0.03200969137251377,0.14919237084686757
aireviews_chatgpt_screenplays.csv,Nomadland,question2,0.07294474095106125,0.2845988154411316,0.0159038420766592,0.38160531520843505,0.025954609923064708,0.10777880363166333,0.09201142452657222
aireviews_chatgpt_screenplays.csv,Nomadland,question3,0.10402850918471813,0.1105147760361433,0.014021134003996849,0.5232675537467003,0.03179723732173443,0.20058459956198932,
aireviews_chatgpt_screenplays.csv,The Shawshank Redemption,question1,0.3002847470343113,0.006757691502571106,0.04975883718580008,0.5799143828451634,0.022286120662465693,0.011275992589071393,0.013577372394502163
aireviews_chatgpt_screenplays.csv,The Shawshank Redemption,question2,0.24195657782256602,0.008610024093650281,0.018587327655404808,0.3310624772682786,0.013107778690755367,0.012285716878250242,0.3647440403699875
aireviews_chatgpt_screenplays.csv,The Shawshank Redemption,question3,0.2968809109181166,0.17191911106929184,0.022550289565697313,0.4654198531061411,0.01958361081779003,0.0004160310607403517,0.014142967760562897
aireviews_chatgpt_screenplays.csv,Titanic,question1,0.0011606297455728054,,0.09995338236913084,0.0970947053283453,0.10765333902090787,0.5232363805174828,0.15383353270590305
aireviews_chatgpt_screenplays.csv,Titanic,question2,0.0037671320140361788,0.28171005845069885,0.1601360815577209,0.20305604599416255,0.03768416363745928,0.04593165479600429,0.25826333463191986
aireviews_chatgpt_screenplays.csv,Titanic,question3,0.006741192936897278,0.026572290062904357,0.26501619815826416,0.2556008867919445,0.06767056994140148,0.3418926503509283,0.02095506489276886
aireviews_deepseek_screenplays.csv,Avatar,question1,0.011608160845935345,0.008743763715028764,0.06698458343744278,0.3499810084700584,0.30814900575205684,0.1040369464084506,0.1078026432543993
aireviews_deepseek_screenplays.csv,Avatar,question2,,0.1065826853737235,0.039168190024793145,0.2618627784773707,0.18419614546000956,0.07075278321281075,0.307778200507164
aireviews_deepseek_screenplays.csv,Avatar,question3,0.012658735178411007,0.17197791812941432,0.04504929389804602,0.46767004691064357,0.09075529079418629,0.012155891582369804,0.16528335278853773
aireviews_deepseek_screenplays.csv,Brokeback Mountain,question1,0.009680057410150766,,0.044006775878369805,0.26567510068416594,0.2041454941034317,0.3399744786322117,0.10866118222475052
aireviews_deepseek_screenplays.csv,Brokeback Mountain,question2,,,0.07979025510139763,0.1137706944718957,0.168436090182513,0.24325714483857155,0.38357349424622955
aireviews_deepseek_screenplays.csv,Brokeback Mountain,question3,,0.09952753633260727,0.011035082396119833,0.21313837375491856,0.05182162923738361,0.3671835459768772,0.23522439524531363
aireviews_deepseek_screenplays.csv,"Crouching Tiger, Hidden Dragon",question1,,0.005592282116413117,0.09531979560852051,0.3245227921754122,0.27899967394769193,0.19063340611755847,0.07477788925170899
aireviews_deepseek_screenplays.csv,"Crouching Tiger, Hidden Dragon",question2,,0.1551357777789235,0.014566081017255783,0.40816600471735,0.05970253702253103,0.16035665217787026,0.1597444737330079
aireviews_deepseek_screenplays.csv,"Crouching Tiger, Hidden Dragon",question3,,0.09399521024897695,0.0035691671073436737,0.5435592383146286,0.03963436735793948,0.23179994504898788,0.05751364957541227
aireviews_deepseek_screenplays.csv,Nomadland,question1,,0.03921511936932802,0.04721253765746951,0.20867201630026103,0.2646922248415649,0.30078757703304293,0.11328963488340378
aireviews_deepseek_screenplays.csv,Nomadland,question2,,0.027486839238554238,0.08364038546569645,0.23383007496595382,0.13253272250294684,0.15915873236954212,0.33975321128964425
aireviews_deepseek_screenplays.csv,Nomadland,question3,,0.03572511002421379,0.013988382741808891,0.3449085349217057,0.079226796887815,0.3233143351972103,0.17564461510628462
aireviews_deepseek_screenplays.csv,The Shawshank Redemption,question1,,,0.07185467071831227,0.3247978679835796,0.303354037553072,0.12453776048496365,0.14655989203602077
aireviews_deepseek_screenplays.csv,The Shawshank Redemption,question2,,0.0879195312038064,0.061658361740410325,0.3794430486857891,0.1316333355382085,0.12017685938626528,0.18087124153971673
aireviews_deepseek_screenplays.csv,The Shawshank Redemption,question3,,0.04648107886314392,0.034493652358651164,0.5102195858955383,0.14709821492433547,0.0691208709962666,0.1599217802286148
aireviews_deepseek_screenplays.csv,Titanic,question1,,,0.06337165646255016,0.2739117432385683,0.27340347338467835,0.14328137524425982,0.2186389271169901
aireviews_deepseek_screenplays.csv,Titanic,question2,0.007768559083342552,0.029496542550623416,0.034410138707607986,0.22235272414982318,0.06127812452614308,0.14114015698432922,0.4817787457257509
aireviews_deepseek_screenplays.csv,Titanic,question3,0.04132274268195033,0.012973586050793528,0.03098041103221476,0.09428349621593952,0.12672870103269815,0.07376626692712307,0.5883274927735329
aireviews_gemini_screenplays.csv,Avatar,question1,0.01614434043876827,,0.09799582120031118,0.0699648316949606,0.690722294151783,0.10122748669236899,0.010640167770907283
