File,Movie,Question,joy,sadness,surprise,anger,disgust,neutral,fear
aireviews_chatgpt_screenplays.csv,Avatar,question1,0.07743933768942952,0.05122393323108554,0.06300308983772993,0.022845031414180993,0.17745185159146787,0.5708345875144005,0.016331659350544214
aireviews_chatgpt_screenplays.csv,Avatar,question2,0.1260709587018937,0.13936312114819885,0.10968199684284627,0.003350815922021866,0.028706185426563023,0.47364789694547654,0.10331115014851093
aireviews_chatgpt_screenplays.csv,Avatar,question3,0.10027615930885077,0.006304569821804762,0.03370938498992473,0.014694903697818517,0.07287279795855284,0.6771078839898109,0.07467607979197055
aireviews_chatgpt_screenplays.csv,Brokeback Mountain,question1,0.0026917330920696258,0.3958671860396862,0.12308578481897711,0.019449802488088606,0.112659867759794,0.3198879582807422,0.010208281083032488
aireviews_chatgpt_screenplays.csv,Brokeback Mountain,question2,0.013467612862586974,0.36418766165152194,0.05923046969110146,0.10765806157141924,0.011488957749679684,0.10860675573348999,0.318042429885827
aireviews_chatgpt_screenplays.csv,Brokeback Mountain,question3,0.10381450075656176,0.3862165741622448,0.017422094568610193,0.014811280136927962,0.06475712014362216,0.3069990715943277,0.09114308673888445
aireviews_chatgpt_screenplays.csv,"Crouching Tiger, Hidden Dragon",question1,0.08143763523548841,0.2233273008838296,0.04317065880168229,0.004393765889108181,0.08197928825393319,0.46546446681022646,0.07689323674421758
aireviews_chatgpt_screenplays.csv,"Crouching Tiger, Hidden Dragon",question2,0.07084455247968435,0.14912085104733705,0.03444998631021008,0.007860336359590292,0.02007367806509137,0.4837846901267767,0.21003435000311582
aireviews_chatgpt_screenplays.csv,"Crouching Tiger, Hidden Dragon",question3,0.10012088036164642,0.13382290294393898,0.03251532930880785,0.020690379291772844,0.10681021185591817,0.4722283985465765,0.10923123434185981
aireviews_chatgpt_screenplays.csv,Nomadland,question1,0.06275913414234915,0.40210696284969644,0.018872555205598475,0.003831130638718605,0.11530764867396404,0.3531603052436064,0.01860039854266991
aireviews_chatgpt_screenplays.csv,Nomadland,question2,0.1814253406599164,0.1088587854988873,0.040508665749803184,0.01256396621465683,0.0398320933803916,0.5168686218559742,0.07699796054512262
aireviews_chatgpt_screenplays.csv,Nomadland,question3,0.06286989590153098,0.40788434632122517,0.0075060417875647545,0.006652649655006826,0.03526921570301056,0.4201642692089081,0.04266490894369781
aireviews_chatgpt_screenplays.csv,The Shawshank Redemption,question1,0.05933156185783446,0.2253349815029651,0.011986158532090485,0.009089198336005211,0.12995618171989917,0.5365432679653168,0.005993674625642598
aireviews_chatgpt_screenplays.csv,The Shawshank Redemption,question2,0.08807661677710713,0.3757617684081197,,0.015362747013568878,0.04883021619170904,0.42305108681321146,0.03326566694304347
aireviews_chatgpt_screenplays.csv,The Shawshank Redemption,question3,0.07921827472746372,0.08699274626560509,0.10814297497272492,0.007663037255406379,0.06330911815166473,0.5446576759219169,0.09294614384416491
aireviews_chatgpt_screenplays.csv,Titanic,question1,0.006790742557495832,0.23057319391518832,0.022535678837448357,0.11736548233311624,0.12424546275287866,0.35913518667221067,0.1254226234741509
aireviews_chatgpt_screenplays.csv,Titanic,question2,0.07731447203550487,0.15453816866502165,0.04864682639017701,0.012614046595990658,0.04497317243367434,0.403269649296999,0.22322450778447092
aireviews_chatgpt_screenplays.csv,Titanic,question3,0.03945286516100168,0.09107706658542156,0.027062756661325692,0.004699771665036679,0.02777076456695795,0.5503644675016404,0.23534116224036553
aireviews_deepseek_screenplays.csv,Avatar,question1,0.04781324906895558,0.06298313330238065,,0.045200304873287675,0.28251637804011503,0.4619612054278453,0.0718071911794444
aireviews_deepseek_screenplays.csv,Avatar,question2,0.053401496013005575,0.0657293378841132,,0.10050782995919387,0.295628926406304,0.30412955582141876,0.13110049466292065
aireviews_deepseek_screenplays.csv,Avatar,question3,0.03737289398753395,0.05833885073661804,,0.05269758639236292,0.2282274096040055,0.408407127050062,0.18314755560519796
aireviews_deepseek_screenplays.csv,Brokeback Mountain,question1,0.011000257916748524,0.2092478374019265,,0.05388461304828525,0.31086073629558086,0.2657073961570859,0.13151517752557992
aireviews_deepseek_screenplays.csv,Brokeback Mountain,question2,,0.40681979432702065,0.0044570138677954676,0.055170609087993705,0.13316761345292133,0.11563217242558799,0.2702920197198788
aireviews_deepseek_screenplays.csv,Brokeback Mountain,question3,,0.3944876868277788,,0.0577638631220907,0.21694077774882317,0.1028155092149973,0.2057951081544161
aireviews_deepseek_screenplays.csv,"Crouching Tiger, Hidden Dragon",question1,0.10832394366152584,0.3573028796352446,,0.0446984950453043,0.20013753508683294,0.19588302299380303,0.06620207983069122
aireviews_deepseek_screenplays.csv,"Crouching Tiger, Hidden Dragon",question2,,0.3843546545132995,,0.09036427559331059,0.176438939711079,0.21875091851688921,0.11155223995447158
aireviews_deepseek_screenplays.csv,"Crouching Tiger, Hidden Dragon",question3,0.05750615196302533,0.21592529341578484,0.005165969580411911,0.04883866515010595,0.1364972682669759,0.3795862622559071,0.12560877851210533
aireviews_deepseek_screenplays.csv,Nomadland,question1,0.1164507633075118,0.16377286780625583,0.00828071371652186,0.015287075005471707,0.0724828821606934,0.47783601433038714,0.11356612734962254
aireviews_deepseek_screenplays.csv,Nomadland,question2,0.0071951402351260185,0.21270315074361862,0.09071532487869263,0.024361379072070123,0.13814326068386434,0.26247339248657225,0.24020413123071194
aireviews_deepseek_screenplays.csv,Nomadland,question3,0.010462614614516497,0.24854985419660808,,0.02778539035934955,0.17217519512050786,0.323821051849518,0.18124155104160308
aireviews_deepseek_screenplays.csv,The Shawshank Redemption,question1,0.0997500582287709,0.05488963490352035,0.02294244393706322,0.04438996566459537,0.33110327602674566,0.3020036401847998,0.10784356600294509
aireviews_deepseek_screenplays.csv,The Shawshank Redemption,question2,0.040806382638402285,0.05896885627880692,,0.051717180758714676,0.20394148789346217,0.36227293983101844,0.26044608680531384
aireviews_deepseek_screenplays.csv,The Shawshank Redemption,question3,0.01572184949181974,0.15402386710047722,0.00244616410927847,0.07390376953408122,0.21892966628074645,0.23670026957988738,0.26705925827845933
aireviews_deepseek_screenplays.csv,Titanic,question1,,0.16233799643814564,,0.07181407660245895,0.2236215963959694,0.2246299661695957,0.2914480723440647
aireviews_deepseek_screenplays.csv,Titanic,question2,,0.03244741344824433,,0.16750588570721447,0.17984351133927703,0.1657389746978879,0.4366548447869718
aireviews_deepseek_screenplays.csv,Titanic,question3,0.0022912767715752127,0.024612165770183006,0.0468724456615746,0.03945086530099313,0.1591844430193305,0.18300286084413528,0.525304305460304
aireviews_gemini_screenplays.csv,Avatar,question1,,0.02824117885902524,0.03913065893575549,0.05382115971297026,0.43361733853816986,0.41390982568264006,0.012288180738687515
aireviews_gemini_screenplays.csv,Avatar,question2,0.021526194363832473,0.0855850636959076,0.28256152253597977,0.09045953713357449,0.23106679134070873,0.2512212797999382,0.0028686381876468657
aireviews_gemini_screenplays.csv,Avatar,question3,0.05069749841932207,0.0021040691062808037,0.028637796733528377,0.04929736517369747,0.3200903621502221,0.5060836777091027,0.02433922248892486
aireviews_gemini_screenplays.csv,Brokeback Mountain,question1,0.0187998617766425,0.08244367688894272,,0.0792266895994544,0.49856187850236894,0.2786931972950697,0.017094242246821524
