File,imdb_id,MeanSimilarity,MedianSimilarity,MaxSimilarity
aireviews_chatgpt_screenplays.csv,tt0388795,0.3791079918782901,0.36348588530040593,0.5959269412741518
aireviews_chatgpt_screenplays.csv,tt0190332,0.3971489778385129,0.3991983781707081,0.5899945007992295
aireviews_chatgpt_screenplays.csv,tt0111161,0.3970053264497497,0.40195421209833,0.7350856595309089
aireviews_chatgpt_screenplays.csv,tt9770150,0.36086210520764217,0.3497258326476568,0.6106821096099263
aireviews_chatgpt_screenplays.csv,tt0499549,0.40259766185311996,0.37678720551093686,0.6507448135318035
aireviews_chatgpt_screenplays.csv,tt0120338,0.38695244115125416,0.39945993659063794,0.6535262075941857
aireviews_deepseek_screenplays.csv,tt0388795,0.36950252037378417,0.35591044970008967,0.6083072880771611
aireviews_deepseek_screenplays.csv,tt0190332,0.37457182516072657,0.38278144127456015,0.6121078835592378
aireviews_deepseek_screenplays.csv,tt0111161,0.3919651944315698,0.40430792107434343,0.6387972829577496
aireviews_deepseek_screenplays.csv,tt9770150,0.3445848607958659,0.3364593654842567,0.5873199294508864
aireviews_deepseek_screenplays.csv,tt0499549,0.4310101344044196,0.4145372552689666,0.6761478817168787
aireviews_deepseek_screenplays.csv,tt0120338,0.40901925895413044,0.4219349812919916,0.714818490562135
aireviews_gemini_screenplays.csv,tt0388795,0.3388035006277143,0.32135580693398647,0.5956311715426547
aireviews_gemini_screenplays.csv,tt0190332,0.37153107398411744,0.3830118022706594,0.5277553847012177
aireviews_gemini_screenplays.csv,tt0111161,0.3656574743211705,0.3739822055464688,0.5597623011153575
aireviews_gemini_screenplays.csv,tt9770150,0.343052628228727,0.3347752954192619,0.5708782388006277
aireviews_gemini_screenplays.csv,tt0499549,0.38045722470631943,0.3721832102947351,0.6165227298778194
aireviews_gemini_screenplays.csv,tt0120338,0.35879325910357474,0.3619797818984725,0.6550469400047826
aireviews_gemini_screenplays_v2.csv,tt0388795,0.33252976419807856,0.31788347452295207,0.6207702949026774
aireviews_gemini_screenplays_v2.csv,tt0190332,0.3581909152326504,0.363150901974262,0.5270405303208814
aireviews_gemini_screenplays_v2.csv,tt0111161,0.3769697546113394,0.39041877511749934,0.5779996736517314
aireviews_gemini_screenplays_v2.csv,tt9770150,0.3475091348932727,0.34615568412202274,0.5829924936343253
aireviews_gemini_screenplays_v2.csv,tt0499549,0.3911533060127728,0.3768169425340131,0.58275361039925
aireviews_gemini_screenplays_v2.csv,tt0120338,0.35638351764908743,0.3626009980780779,0.663182764355256
