File,imdb_id,Question,ComparedWith,MeanSimilarity,MedianSimilarity,MaxSimilarity
aireviews_chatgpt.csv,tt0388795,Question1,negative IMDb reviews (rating < 7),0.5107982638686931,0.5029876184938268,0.6350457736291748
aireviews_chatgpt.csv,tt0388795,Question2,positive IMDb reviews (rating > 7),0.45827628103026674,0.45940955039078984,0.6422057311285105
aireviews_chatgpt.csv,tt0190332,Question1,negative IMDb reviews (rating < 7),0.4976247713816362,0.5309796297624805,0.5816974465346834
aireviews_chatgpt.csv,tt0190332,Question2,positive IMDb reviews (rating > 7),0.4554493569598745,0.46195287523854145,0.6346771387974725
aireviews_chatgpt.csv,tt0111161,Question1,negative IMDb reviews (rating < 7),0.39067438853027825,0.3774319559595642,0.661786446637493
aireviews_chatgpt.csv,tt0111161,Question2,positive IMDb reviews (rating > 7),0.4320147278962835,0.45401241982741813,0.7282528757753414
aireviews_chatgpt.csv,tt9770150,Question1,negative IMDb reviews (rating < 7),0.4547015646640029,0.45862486945508457,0.6503035708885334
aireviews_chatgpt.csv,tt9770150,Question2,positive IMDb reviews (rating > 7),0.45511673982925277,0.4348600549661979,0.6833101829650162
aireviews_chatgpt.csv,tt0499549,Question1,negative IMDb reviews (rating < 7),0.6279830014074606,0.6662947894243747,0.7339123159963477
aireviews_chatgpt.csv,tt0499549,Question2,positive IMDb reviews (rating > 7),0.43591741470748274,0.3835741429995695,0.685083527812632
aireviews_chatgpt.csv,tt0120338,Question2,positive IMDb reviews (rating > 7),0.39480855185268915,0.389021401617757,0.6767791661255697
aireviews_deepseek.csv,tt0388795,Question1,negative IMDb reviews (rating < 7),0.5166519005755882,0.5174411308842138,0.6361617374044443
aireviews_deepseek.csv,tt0388795,Question2,positive IMDb reviews (rating > 7),0.4378592330400215,0.4234110876765138,0.6047133272764484
aireviews_deepseek.csv,tt0190332,Question1,negative IMDb reviews (rating < 7),0.4868222240402668,0.5189102792078566,0.6086236261327082
aireviews_deepseek.csv,tt0190332,Question2,positive IMDb reviews (rating > 7),0.4420649112034574,0.4589995211792493,0.6014490206897818
aireviews_deepseek.csv,tt0111161,Question1,negative IMDb reviews (rating < 7),0.38172685363513625,0.3807798998807609,0.6074861394648666
aireviews_deepseek.csv,tt0111161,Question2,positive IMDb reviews (rating > 7),0.43916104723089683,0.43795462711565775,0.6973290343345975
aireviews_deepseek.csv,tt9770150,Question1,negative IMDb reviews (rating < 7),0.4161951607920093,0.4382297588247098,0.5404604719005985
aireviews_deepseek.csv,tt9770150,Question2,positive IMDb reviews (rating > 7),0.43058999799455966,0.437688590748872,0.6878303154424037
aireviews_deepseek.csv,tt0499549,Question1,negative IMDb reviews (rating < 7),0.6566480460448546,0.6946846098876459,0.7791904623939294
aireviews_deepseek.csv,tt0499549,Question2,positive IMDb reviews (rating > 7),0.39696811534626925,0.3645513404769241,0.6254138876772426
aireviews_deepseek.csv,tt0120338,Question2,positive IMDb reviews (rating > 7),0.39056406203523003,0.39940262508758895,0.6825764825654687
aireviews_gemini.csv,tt0388795,Question1,negative IMDb reviews (rating < 7),0.522002284821541,0.5212283058334953,0.6021694326757415
aireviews_gemini.csv,tt0388795,Question2,positive IMDb reviews (rating > 7),0.4242124198182696,0.4076125255468032,0.6477479786548331
aireviews_gemini.csv,tt0190332,Question1,negative IMDb reviews (rating < 7),0.4743022022529294,0.5241354223221184,0.5763168078872974
