File,imdb_id,MeanSimilarity,MedianSimilarity,MaxSimilarity
aireviews_chatgpt.csv,tt0388795,0.3628581017431424,0.3726530655957274,0.5730686292905891
aireviews_chatgpt.csv,tt0190332,0.38499751363401546,0.39102666531389696,0.594728688396406
aireviews_chatgpt.csv,tt0111161,0.3767935216371503,0.37521947524106547,0.7257319217786511
aireviews_chatgpt.csv,tt9770150,0.3429276274316648,0.33618217589312904,0.615908488025953
aireviews_chatgpt.csv,tt0499549,0.4090650289630622,0.38788880604531684,0.6567896493955285
aireviews_chatgpt.csv,tt0120338,0.37686267559875836,0.3866252502921838,0.6632326819886808
aireviews_deepseek.csv,tt0388795,0.35166478493834435,0.3471770462513586,0.5590861063435227
aireviews_deepseek.csv,tt0190332,0.3664492573105853,0.370950008568517,0.5658604060418417
aireviews_deepseek.csv,tt0111161,0.3756839557287165,0.3810433056893038,0.6698466892206927
aireviews_deepseek.csv,tt9770150,0.31670939338092075,0.3162164933594814,0.5991559813235723
aireviews_deepseek.csv,tt0499549,0.3990794692054631,0.38458854111388385,0.6422518870859356
aireviews_deepseek.csv,tt0120338,0.3751658108248998,0.38757187288790956,0.6465551986816772
aireviews_gemini.csv,tt0388795,0.3220657851896581,0.3120064372893414,0.5728269238459828
aireviews_gemini.csv,tt0190332,0.35623498769428563,0.366530393761857,0.5751075708506324
aireviews_gemini.csv,tt0111161,0.36595666120632514,0.3542829729557544,0.6865820466834229
aireviews_gemini.csv,tt9770150,0.3347750977662655,0.3258174685023218,0.6246593517202926
aireviews_gemini.csv,tt0499549,0.3916150416053311,0.374505001706838,0.6164288049848204
aireviews_gemini.csv,tt0120338,0.3645990229310178,0.3591600249168567,0.6706996978594211
aireviews_gemini_v2.csv,tt0388795,0.32332160845193736,0.3091042543716471,0.6119138501600668
aireviews_gemini_v2.csv,tt0190332,0.3519774039255911,0.36235154077109805,0.5199611520288915
aireviews_gemini_v2.csv,tt0111161,0.38428120340348176,0.3874048199514348,0.6091003811305585
aireviews_gemini_v2.csv,tt9770150,0.35146722921457524,0.351998759663463,0.5867810967014635
aireviews_gemini_v2.csv,tt0499549,0.3895380479773632,0.37658272467397647,0.5964248671446726
aireviews_gemini_v2.csv,tt0120338,0.3584614764262393,0.36577010875530436,0.6321116381200366
