File,imdb_id,Question,ComparedWith,MeanSimilarity,MedianSimilarity,MaxSimilarity
aireviews_chatgpt_screenplays.csv,tt0388795,Question1,negative IMDb reviews (rating < 7),0.5501912374688314,0.5630955694020064,0.619584739200849
aireviews_chatgpt_screenplays.csv,tt0388795,Question2,positive IMDb reviews (rating > 7),0.4502271364312146,0.43327301244472466,0.6235909121436336
aireviews_chatgpt_screenplays.csv,tt0190332,Question1,negative IMDb reviews (rating < 7),0.5001238732819161,0.5231638939682728,0.6253172554498608
aireviews_chatgpt_screenplays.csv,tt0190332,Question2,positive IMDb reviews (rating > 7),0.4602483240911403,0.46886279589642377,0.6041085333094423
aireviews_chatgpt_screenplays.csv,tt0111161,Question1,negative IMDb reviews (rating < 7),0.41145290628854736,0.41637720823322233,0.702913598005684
aireviews_chatgpt_screenplays.csv,tt0111161,Question2,positive IMDb reviews (rating > 7),0.4548333435301675,0.47939408713444187,0.7540153340597203
aireviews_chatgpt_screenplays.csv,tt9770150,Question1,negative IMDb reviews (rating < 7),0.45995278965808545,0.4425295094012714,0.6370776189627919
aireviews_chatgpt_screenplays.csv,tt9770150,Question2,positive IMDb reviews (rating > 7),0.4550775608613812,0.43920001778529577,0.7248398922241506
aireviews_chatgpt_screenplays.csv,tt0499549,Question1,negative IMDb reviews (rating < 7),0.6104899564518076,0.5999232838243885,0.7090067216641892
aireviews_chatgpt_screenplays.csv,tt0499549,Question2,positive IMDb reviews (rating > 7),0.42593699801620777,0.3965281581450661,0.6751444919548123
aireviews_chatgpt_screenplays.csv,tt0120338,Question2,positive IMDb reviews (rating > 7),0.39921179050039196,0.4139552628379879,0.6670342158458683
aireviews_deepseek_screenplays.csv,tt0388795,Question1,negative IMDb reviews (rating < 7),0.5499075676237775,0.5369987457085694,0.6431603552351913
aireviews_deepseek_screenplays.csv,tt0388795,Question2,positive IMDb reviews (rating > 7),0.44203045078595415,0.42192272341147363,0.6633667472230094
aireviews_deepseek_screenplays.csv,tt0190332,Question1,negative IMDb reviews (rating < 7),0.5018393247820998,0.5508315447046747,0.6156705299780367
aireviews_deepseek_screenplays.csv,tt0190332,Question2,positive IMDb reviews (rating > 7),0.43832300934391527,0.4386489288767004,0.6059232510447599
aireviews_deepseek_screenplays.csv,tt0111161,Question1,negative IMDb reviews (rating < 7),0.42229358868403716,0.44618123156496536,0.6047358532142203
aireviews_deepseek_screenplays.csv,tt0111161,Question2,positive IMDb reviews (rating > 7),0.44415842396259575,0.46268080144297263,0.6668609203332639
aireviews_deepseek_screenplays.csv,tt9770150,Question1,negative IMDb reviews (rating < 7),0.44799311047013246,0.4640598810777164,0.5867245490161813
aireviews_deepseek_screenplays.csv,tt9770150,Question2,positive IMDb reviews (rating > 7),0.4547772527477048,0.4229606783524756,0.6342676749734317
aireviews_deepseek_screenplays.csv,tt0499549,Question1,negative IMDb reviews (rating < 7),0.6529685784197519,0.6771741655330198,0.7536705685338065
aireviews_deepseek_screenplays.csv,tt0499549,Question2,positive IMDb reviews (rating > 7),0.4330708061304586,0.40517251405670707,0.6541139816237949
aireviews_deepseek_screenplays.csv,tt0120338,Question2,positive IMDb reviews (rating > 7),0.40777169072963393,0.41907565757638,0.6766170678901666
aireviews_gemini_screenplays.csv,tt0388795,Question1,negative IMDb reviews (rating < 7),0.5519262184909401,0.534202599901668,0.680393079113467
aireviews_gemini_screenplays.csv,tt0388795,Question2,positive IMDb reviews (rating > 7),0.41461321123274697,0.37283946843126825,0.6452153790020243
aireviews_gemini_screenplays.csv,tt0190332,Question1,negative IMDb reviews (rating < 7),0.493057423839359,0.5247952689054484,0.6102356958621118
aireviews_gemini_screenplays.csv,tt0190332,Question2,positive IMDb reviews (rating > 7),0.4251717401380009,0.43696468354486306,0.5552471596103649
aireviews_gemini_screenplays.csv,tt0111161,Question1,negative IMDb reviews (rating < 7),0.44682558735223205,0.444091962584336,0.6706518698697125
aireviews_gemini_screenplays.csv,tt0111161,Question2,positive IMDb reviews (rating > 7),0.40944754634242303,0.4134290662963578,0.5864941497394452
aireviews_gemini_screenplays.csv,tt9770150,Question1,negative IMDb reviews (rating < 7),0.42720900210331714,0.43668765543960897,0.5601552494543398
aireviews_gemini_screenplays.csv,tt9770150,Question2,positive IMDb reviews (rating > 7),0.45835120001326024,0.4277653475009357,0.6690827697065473
aireviews_gemini_screenplays.csv,tt0499549,Question1,negative IMDb reviews (rating < 7),0.5896050813007684,0.6087719831690791,0.6866402262310479
aireviews_gemini_screenplays.csv,tt0499549,Question2,positive IMDb reviews (rating > 7),0.388477572881022,0.370098438522352,0.5917499018542516
aireviews_gemini_screenplays.csv,tt0120338,Question2,positive IMDb reviews (rating > 7),0.39051482843346075,0.42114594640141584,0.6249480472192095
aireviews_gemini_screenplays_v2.csv,tt0388795,Question1,negative IMDb reviews (rating < 7),0.5558924392595976,0.5571995422306741,0.640337813266608
aireviews_gemini_screenplays_v2.csv,tt0388795,Question2,positive IMDb reviews (rating > 7),0.4217038727538963,0.38049900769290423,0.688283175237281
aireviews_gemini_screenplays_v2.csv,tt0190332,Question1,negative IMDb reviews (rating < 7),0.49473630176540956,0.5412461932987199,0.626984936526555
aireviews_gemini_screenplays_v2.csv,tt0190332,Question2,positive IMDb reviews (rating > 7),0.4075671083188256,0.41790361803420356,0.566520761929598
aireviews_gemini_screenplays_v2.csv,tt0111161,Question1,negative IMDb reviews (rating < 7),0.43790993991782745,0.44607076420270686,0.6215649234487137
aireviews_gemini_screenplays_v2.csv,tt0111161,Question2,positive IMDb reviews (rating > 7),0.4367942416553885,0.4687180856864577,0.6016265838004335
aireviews_gemini_screenplays_v2.csv,tt9770150,Question1,negative IMDb reviews (rating < 7),0.4341593470410232,0.4468841452261912,0.5899326700219567
aireviews_gemini_screenplays_v2.csv,tt9770150,Question2,positive IMDb reviews (rating > 7),0.4644012148310738,0.4369662226562189,0.6487165819300733
aireviews_gemini_screenplays_v2.csv,tt0499549,Question1,negative IMDb reviews (rating < 7),0.6054652034312002,0.6338017500628297,0.692829458675982
aireviews_gemini_screenplays_v2.csv,tt0499549,Question2,positive IMDb reviews (rating > 7),0.4163429793676987,0.3974528419405418,0.6059182677409345
aireviews_gemini_screenplays_v2.csv,tt0120338,Question2,positive IMDb reviews (rating > 7),0.37860616487510373,0.39444161580522596,0.6043284353012301
