imdb_id,Rating,Review
tt0190332,1,"""With the amount over-zealous hype surrounding this film, one would expect something of grand design. Sadly, that's all it is, over-zealous hype. Possibly the most over-hyped film since Star Wars: Phantom Menace. As I sat in the theatre watching this I couldn't help but laugh heartily at the defying gravity antics that only made me want to start singing, """"Spiderman, Spiderman, does whatever a spider can."""" Yes, it is that bad. Two women sitting in front of me kept shooting dirty looks my way, but really how could anyone take this absurd movie seriously? In fact, Jade Fox (the film's remorseless """"bad guy"""")merely alters the hairdo and for some strange reason no one recognizes him. I suppose everyone is blind, and dumb. And that's what this movie is, dumb.First, the acting is on par with every other absurd """"action,"""" gravity defying kung-fu film. Nothing special, period. The script is littered with the most inane dialogue, again like most films of this type. Really, had it been dubbed the pathetic reality of that would be more noticed. The story is, again, on par with every other film in this genre... tinged with a little spaghetti western thrown in for good measure. So, in reality there is nothing special about this film. Nothing!Ok, so perhaps some people will find the gravity-defying antics some sort of brainless entertainment for two hours. I didn't. The action scenes are well choreographed, but when they begin to toss their hands in the air and take off like Superman, crawl around on bamboo tree tops like somekind of monkey, crawl up walls and skip across roofs you just can NOT take it seriously. It's just comical to the extreme. And really, it is so very obvious that these people are on wires, you can practically see them (and in a few scenes, if you pay close attention, you can).This film is too absurd to be any good, too serious to be campy or fun and just doesn't work at all. With the boxoffice booming on this, I can only imagine a select few people are seeing it over and over and over, and in the process tricking their friends into seeing it too. I rarely feel as though I wasted my money when I go see a film, but I DID in fact waste my money when I saw this turkey."""
tt0190332,6,"""I´ve watched this four or five times, well, I tried, because I´ve fallen asleep every single one of them, seriously. I am able to sit through movies like THE LAST EMPEROR ot THE WEEPING MEADOW and I´m kind of a stubborn film goer, usually forcing myself to endure any kind of film, no matter how long, slow or bad. Also, I liked other works by Ang Lee, specially EAT DRINK MAN WOMAN. I came to the obvious conclusion there must be something utterly boring about this film that makes me not give a rat´s ass about any character or any of their affected dialogues. I´m guessing the fighting scenes are so gorgeous and unique this film has stayed in our colective subconscious as way more than it really is."""
tt0190332,6,"""Being that I had seen many films from Hong Kong, my basic feeling is that this movie was overrated.  Yes, I expected some action with drama, which the movie did give, but the plot of the movie (spoiled rich princess wants to be #1) didn't captivate me.First the good.  Yes, the cinematography was beautiful, giving one glimpses of China never seen.  Second, Michelle Yeoh and Chow Yun Fat were great.  I was especially surprised to see Chow do so well for an actor known as a gun toting hero.  The fight scenes were, for the most part, well choreographed, especially the scene with Michelle and Ying Zhang.So why overrated?  First of all, there were many kung-fu movies with similar or even better fight scenes.  Second, I just couldn't buy the """"flying leaps"""" seen here, especially for a film trying to be dramatic; how do they get the magic to do it?  Third, the character of the princess just annoyed me.  I think it would have been better to focus more on the characters of Michelle and Chow than on what seemed to be a spoiled brat.  Finally, I try to get the main gist of the film, but it just doesn't come to me.Quite frankly, if Ang Lee's name wasn't on this film, I doubt it would have gotten the recognition it got.  Yes, I know that's how the world turns, but a director's name can't influence how you see a film; it should be able to stand on its own.  For me, """"Crouching Tiger, Hidden Dragon"""" is slightly above average, but not worthy of the recognition it got."""
tt0190332,6,"""I finally got around to seeing CROUCHING TIGER , HIDDEN DRAGON at the weekend . It`s a movie of almost legendary status but I was slightly disappointed with it for one reason that I`ll come to shortly . First of all may I just point out that there`s a lot of acclaim that is justified , it`s a beautifully made film down to its technical areas like the cinematography ( Check out the final stunning scene ) the editing , the soundtrack and the choregraphy . It also has a sense of humour best summed up in the scene at the tea house but this scene - Indeed the whole movie - is let down by something and that something is this : It`s obvious the fleet footed characters are being pulled up and down on a harness . No matter how much the production team try to disguise it it`s obvious this is how the technique is achieved and spoiled the film for me greatly Am I cruel cynic ? Well maybe but think about this : Would LORD OF THE RINGS have been such a sucess if it was painfully obvious that Gollum was a CGI character ? Never once did I believe Gollum was anything less than a real character . Even to this day I have visions that Gollum now sits at home anxiously waiting for Peter Jackson to ring him to tell him he`s starring in THE HOBBIT , that`s how convincing he was to me , but CROUCHING TIGER , HIDDEN DRAGON fails because as soon as I saw characters running over roof tops and along tree branches I realised I was watching people on wires . A great pity because there is so much to admire in this film"""
tt0190332,6,"""What's all the fuss about? This movie is a Japanese romantic drama about male and female roles and a special sword and tons of other stuff. The story is so convoluted, I can't really recount it all. Basically, the film has, as I said, incredible fight scenes and beautiful wide-screen cinematography, but little else. The story is confusing and boring and, with the sole exception of Michelle Yeoh, badly acted (even Chow Yun-Fat!). I gave up on the film about halfway through when they threw in a needlessly long flashback that's a Western!!!! It adds very little to the story. It seems to be there just to up the romance in the movie. Also with such bad acting, you could care less about the characters. Also, the fight scenes aren't that original...Jackie Chan has been doing them in his movies since the 1970s. Also, the film is subtitled...it doesn't bother me but other viewers might not like it. So an overpraised Japanese film. In a few years, nobody will remember this."""
tt0190332,7,"""Crouching Tiger, Hidden Dragon is a good and fun watch, but I can't help but feel it was missing a few elements to make it as epic as I was expecting.It is practically faultless in terms of its beauty. From the cinematography of the Chinese landscapes, the gentle and calming score, to the flowing and rhythmic martial arts, it is a joy from that perspective.The performances were all very good, and the characters interesting. However I felt like the plot was somewhat lacking. It didn't fully draw me in and was definitely the weakest part of the film. It ebbed and flowed in terms of its quality and perhaps lacked a bit of focus in some parts.Despite all this, I did enjoy watching this film. It has some incredible action scenes and is full of beauty and wonder. Definitely a worthwhile watch."""
tt0190332,7,"""I always have time for films that dare to be different and that faith was stretched to the limits with CTHD. The story is set in feudal China and centres around an ancient (even then!) sword that is stolen by person(s) unknown.Real star of the show is Ziyi Zhang who comes across as a kind of young female Bruce Lee, although somewhat aided by the ability to defy gravity - director Ang's claims that she could not fly, but perform great leaps and falls!(Sorry Lee - I know flying when I see it!)The film starts with a murky and talky set-up that introduce us to the three principle characters played by Chow Yun Fat,   Ziyi Zhang and Michelle Yeoh. From their talk-talk it seems they have all acquired mystical living and fighting skills although I would not be like to explain the full in-and-outs of it!Thankfully the silly talking stops and  movie starts to kick-off in earnest when  Zhang is kidnapped on the way to her marriage of convenience. This is where the film really works (as an action movie) and indeed some of the set pieces are classics, although aided and abetted by skilful fly-by-wire work.I don't understand is why the script wasn't re-written to make the characters background  clearer, their skills highlighted (is Zhang hitting with normal powers for someone of her height/weight or superhuman powers?) and then get the whole show on the road earlier. Maybe I missed a few things while dozing through the slow opening, but I could have done with a bit more help with what follows.The actors all put in solid performances, although only the doll-faced Zhang climbs above the script. Fat seems to be billed as star of the show - perhaps because he is the only recognised actor - but he features only in passing. Equally curious is that his love for stunt-happy Yeoh seems understated, but perhaps that is the Oriental way?Plenty of plus points for having strong females characters that hold their own in all aspects of life, but the mystical soup doesn't deliver anything like the classic  some people think they are seeing. The real battle in this movie fights isn't between good and evil, it is between sense and silliness. Sense wins wins in the end, but it is a close call..."""
tt0190332,8,"""Crouching in the shadows, hiding in the dark, entangled with emotion, an unobtrusive heart, waiting for a moment that may never be revealed, the chance to draw back shades, unlock its passions, remove its seals.Seamlessly flowing like water over weathered stone, as elegant and enchanting a tale of right verses wrong, good verses bad, learning and forgiving as you'll likely find. The cinematography is sublime, the acting and performances as good as they get, the message as simple as any placed on a screen. Immerse yourself in a truly wonderful piece of cinema that perpetually stands the test of time."""
tt0190332,8,"""As a film student living in Toronto, I look forward to the Toronto International Film Festival every year.  Last year, the highlight of the festival for me was American Beauty.  This year, it would have to be (so far) Ang Lee's """"Crouching Tiger, Hidden Dragon"""".Being of Asian descent, I've seen my share of wu xia genre movies to last me a life time.  However, most of them are so centred on the fighting, that they forget the rest of the elements that are involed.  The movie turns into one long scripted fighting scene with maybe a slight hint of story. Crouching Tiger, on the other hand realizes these issues, and builds these oh-so entertaining action sequences into an epic with typical asian themes such as true love and honour.Being an epic, one would expect the usual long takes and establishing shots, and boy does it ever look beautiful.  Traversing through a myriad of regions spanning the lengh of China (from the deserts to bamboo forests, to mountains high in the clouds), the film soley based on its asthetic properties is nothing short of stunning.  The lighting of different landscapes and the exquisitly designed costumes all radiate with stunning colour.  And then there's the cinemetography.  Wow!  The backdrops, establishing shots look absolutely marvelous.  If your jaw dropped when you saw Rome and its coliseum in Gladiator, wait until you see ancient Beijing recreated on the screen!Okay, so it's a good looking movie.  What about the story?  The complexity of the plot is rather sparse, probably reminiscent of epics such as Braveheart or Gladiator, which is by no means a bad thing.  Although both Chow Yun Fat and Michelle Yeo did have major parts, this movie belongs mostly to Zhang Ziyi who IMHO did an amazing job playing a very complex role (one which required her to represent nobily as a princess, naivness, as well as show inner strength).  Mainly concentrating on her unwillingness to give in to the ideals of an arranged marriage, the decently written script adds a story of an old warrior trying to retire and a 300+ year old sword.All in all, this film blends story, well choreographed action, and a stylistic eye to create a mythilogical piece that not only represents the wu xia genre justly by doing it well, but also contributes to raising the quality of filmmaking usually applied in the making of a similar type of film."""
tt0190332,8,"""Chinese martial arts films had found a market in the West during the Kung Fu boom initiated by Bruce Lee in the early 1970s But """"Crouching Tiger, Hidden Dragon"""" represents a new departure, an attempt to produce a sophisticated, big-budget Chinese film that would appeal both to mainstream Western audiences and to audiences in the Far East Through their quest to find the stolen sword of Green Destiny, warriors Yu Shu Lien (Michelle Yeoh) and Li Mu Bai (Chow Yun-Fat) explore themes of love, loyalty and sacrifice Ang Lee was an astute choice as director The location shooting was on the Chinese mainland and the actors came from Malaysia, Hong Kong and Taiwan, as well as China Instead of the Shaolin school of martial arts favored by Bruce Lee, Ang Lee opted for the more spiritual form of Wudan; brute force is replace by scenes of balletic grace as opponents climb up walls or flit through tree-topsThe widespread success of the film is a firm indication that Chinese culture is making its mark"""
